Poet,Title,Poem
LUCILLE CLIFTON,brothers,"(being a conversation in eight poems between an aged Lucifer and God, though only Lucifer is heard. The time is long after.)

1
invitation

come coil with me
here in creation’s bed
among the twigs and ribbons
of the past. i have grown old
remembering the garden,
the hum of the great cats
moving into language, the sweet
fume of the man’s rib
as it rose up and began to walk.
it was all glory then,
the winged creatures leaping
like angels, the oceans claiming
their own. let us rest here a time
like two old brothers
who watched it happen and wondered
what it meant.

2
how great Thou art

listen. You are beyond
even Your own understanding.
that rib and rain and clay
in all its pride,
its unsteady dominion,
is not what you believed
You were,
but it is what You are;
in your own image as some
lexicographer supposed.
the face, both he and she,
the odd ambition, the desire
to reach beyond the stars
is You. all You, all You
the loneliness, the perfect
imperfection.

3
as for myself

less snake than angel
less angel than man
how come i to this
serpent’s understanding?
watching creation from
a hood of leaves
i have foreseen the evening
of the world.
as sure as she
the breast of Yourself
separated out and made to bear,
as sure as her returning,
i too am blessed with
the one gift You cherish;
to feel the living move in me
and to be unafraid.

4
in my own defense

what could I choose
but to slide along behind them,
they whose only sin
was being their father’s children?
as they stood with their backs
to the garden,
a new and terrible luster
burning their eyes,
only You could have called
their ineffable names,
only in their fever
could they have failed to hear.

5
the road led from delight

into delight. into the sharp
edge of seasons, into the sweet
puff of bread baking, the warm
vale of sheet and sweat after love,
the tinny newborn cry of calf
and cormorant and humankind.
and pain, of course,
always there was some bleeding,
but forbid me not
my meditation on the outer world
before the rest of it, before
the bruising of his heel, my head,
and so forth.

6
“the silence of God is God.”
—Carolyn Forche

tell me, tell us why
in the confusion of a mountain
of babies stacked like cordwood,
of limbs walking away from each other,
of tongues bitten through
by the language of assault,
tell me, tell us why
You neither raised your hand
Nor turned away, tell us why
You watched the excommunication of
That world and You said nothing.

7
still there is mercy, there is grace

how otherwise
could I have come to this
marble spinning in space
propelled by the great
thumb of the universe?
how otherwise
could the two roads
of this tongue
converge into a single
certitude?
how otherwise
could I, a sleek old
traveler,
curl one day safe and still
beside YOU
at Your feet, perhaps,
but, amen, Yours.

8
“.........is God.”

so.
having no need to speak
You sent Your tongue
splintered into angels.
even i,
with my little piece of it
have said too much.
to ask You to explain
is to deny You.
before the word
You were.
You kiss my brother mouth.
the rest is silence."
LUCILLE CLIFTON,"cutting greens 
","curling them around
i hold their bodies in obscene embrace
thinking of everything but kinship.
collards and kale
strain against each strange other
away from my kissmaking hand and
the iron bedpot.
the pot is black,
the cutting board is black,
my hand,
and just for a minute
the greens roll black under the knife,
and the kitchen twists dark on its spine
and I taste in my natural appetite
the bond of live things everywhere."
LUCILLE CLIFTON,"far memory
","a poem in seven parts

1
convent

my knees recall the pockets
worn into the stone floor,
my hands, tracing against
the wall their original name, remember
the cold brush of brick, and the smell
of the brick powdery and wet
and the light finding its way in
through the high bars.

and also the sisters singing
at matins, their sweet music
the voice of the universe at peace
and the candles their light the light
at the beginning of creation
and the wonderful simplicity of prayer
smooth along the wooden beads
and certainly attended.

2
someone inside me remembers

that my knees must be hidden away
that my hair must be shorn
so that vanity will not test me
that my fingers are places of prayer
and are holy that my body is promised
to something more certain
than myself

3
again

born in the year of war
on the day of perpetual help.

come from the house
of stillness
through the soft gate
of a silent mother.

come to a betraying father.
come to a husband who would one day
rise and enter a holy house.

come to wrestle with you again,
passion, old disobedient friend,
through the secular days and nights
of another life.

4
trying to understand this life

who did i fail, who
did i cease to protect
that i should wake each morning
facing the cold north?

perhaps there is a cart
somewhere in history
of children crying “sister
save us” as she walks away.

the woman walks into my dreams
dragging her old habit.
i turn from her, shivering,
to begin another afternoon
of rescue, rescue.

5
sinnerman

horizontal one evening
on the cold stone,
my cross burning into
my breast, did i dream
through my veil
of his fingers digging
and is this the dream
again, him, collarless
over me, calling me back
to the stones of this world
and my own whispered
hosanna?

6
karma

the habit is heavy.
you feel its weight
pulling around your ankles
for a hundred years.

the broken vows
hang against your breasts,
each bead a word
that beats you.

even now
to hear the words
defend
protect
goodbye
lost or
alone
is to be washed in sorrow.

and in this life
there is no retreat
no sanctuary
no whole abiding
sister.

7
gloria mundi

so knowing,
what is known?
that we carry our baggage
in our cupped hands
when we burst through
the waters of our mother.
that some are born
and some are brought
to the glory of this world.
that it is more difficult
than faith
to serve only one calling
one commitment
one devotion
in one life."
LUCILLE CLIFTON,"the garden of delight
","for some
it is stone
bare smooth
as a buttock
rounding
into the crevasse
of the world

for some
it is extravagant
water   mouths wide
washing together
forever   for some
it is fire
for some air

and for some
certain only of the syllables
it is the element they
search their lives for

eden

for them
it is a test"
LUCILLE CLIFTON,"here rests
","my sister Josephine
born july in '29
and dead these 15 years
who carried a book
on every stroll.

when daddy was dying
she left the streets
and moved back home
to tend him.

her pimp came too
her Diamond Dick
and they would take turns
reading

a bible aloud through the house.
when you poem this
and you will she would say
remember the Book of Job.

happy birthday and hope
to you Josephine
one of the easts
most wanted.

may heaven be filled
with literate men
may they bed you
with respect."
LUCILLE CLIFTON,"homage to my hips
","these hips are big hips
they need space to
move around in.
they don't fit into little
petty places. these hips
are free hips.
they don't like to be held back.
these hips have never been enslaved,   
they go where they want to go
they do what they want to do.
these hips are mighty hips.
these hips are magic hips.
i have known them
to put a spell on a man and
spin him like a top!"
LUCILLE CLIFTON,[if mama / could see],"if mama
could see
she would see   
lucy sprawling   
limbs of lucy
decorating the
backs of chairs
lucy hair
holding the mirrors up   
that reflect odd   
aspects of lucy.

if mama
could hear
she would hear
lucysong rolled in the
corners like lint
exotic webs of lucysighs
long lucy spiders explaining   
to obscure gods.

if mama
could talk
she would talk
good girl   
good girl   
good girl
clean up your room.
"
LUCILLE CLIFTON,"jasper texas 1998
","for j. byrd

i am a man's head hunched in the road.
i was chosen to speak by the members
of my body. the arm as it pulled away
pointed toward me, the hand opened once
and was gone.

why and why and why
should i call a white man brother?
who is the human in this place,
the thing that is dragged or the dragger?
what does my daughter say?

the sun is a blister overhead.
if i were alive i could not bear it.
the townsfolk sing we shall overcome
while hope bleeds slowly from my mouth
into the dirt that covers us all.
i am done with this dust. i am done."
LUCILLE CLIFTON,john,"somebody coming in blackness
like a star
and the world be a great bush
on his head
and his eyes be fire
in the city
and his mouth be true as time
 
he be calling the people brother
even in the prison
even in the jail
 
i’m just only a baptist preacher
somebody bigger than me coming
in blackness like a star"
LUCILLE CLIFTON,"the lost baby poem
","the time i dropped your almost body down
down to meet the waters under the city
and run one with the sewage to the sea
what did i know about waters rushing back
what did i know about drowning
or being drowned

you would have been born into winter
in the year of the disconnected gas
and no car       we would have made the thin
walk over genesee hill into the canada wind
to watch you slip like ice into strangers’ hands
you would have fallen naked as snow into winter
if you were here i could tell you these
and some other things

if i am ever less than a mountain
for your definite brothers and sisters
let the rivers pour over my head
let the sea take me for a spiller
of seas        let black men call me stranger
always        for your never named sake"
LUCILLE CLIFTON,"the message of crazy horse
","i would sit in the center of the world,
the Black Hills hooped around me and
dream of my dancing horse. my wife

was Black Shawl who gave me the daughter
i called They Are Afraid Of Her.
i was afraid of nothing

except Black Buffalo Woman.
my love for her i wore
instead of feathers. i did not dance

i dreamed. i am dreaming now
across the worlds. my medicine is strong.
my medicine is strong in the Black basket
of these fingers. i come again through this

Black Buffalo woman. hear me;
the hoop of the world is breaking.
fire burns in the four directions.
the dreamers are running away from the hills.
i have seen it. i am crazy horse."
LUCILLE CLIFTON,"mulberry fields
","they thought the field was wasting
and so they gathered the marker rocks and stones and
piled them into a barn    they say that the rocks were shaped
some of them scratched with triangles and other forms    they
must have been trying to invent some new language they say
the rocks went to build that wall there guarding the manor and
some few were used for the state house
crops refused to grow
i say the stones marked an old tongue and it was called eternity
and pointed toward the river    i say that after that collection
no pillow in the big house dreamed    i say that somewhere under
here moulders one called alice whose great grandson is old now
too and refuses to talk about slavery    i say that at the
masters table only one plate is set for supper    i say no seed
can flourish on this ground once planted then forsaken    wild
berries warm a field of bones
bloom how you must i say
"
LUCILLE CLIFTON,"my dream about being white
","hey music and
me
only white,
hair a flutter of
fall leaves
circling my perfect
line of a nose,
no lips,
no behind, hey
white me
and i’m wearing
white history
but there’s no future
in those clothes
so i take them off and
wake up
dancing."
LUCILLE CLIFTON,"my dream about the second coming
","mary is an old woman without shoes.
she doesn’t believe it.
not when her belly starts to bubble
and leave the print of a finger where
no man touches.
not when the snow in her hair melts away.
not when the stranger she used to wait for
appears dressed in lights at her
kitchen table.
she is an old woman and
doesn’t believe it.

when Something drops onto her toes one night
she calls it a fox
but she feeds it.
"
